stage,question,responses,total_entries,response_rate
21_pf_stage, ✅ Onboarding Complete!,161,161,100.0
23_ask_baby_due_month,No Question,0,161,0.0
16_pf_stage, ✅ Onboarding Complete!,161,161,100.0
21_welcome,No Question,0,161,0.0
10_thanks_stage,No Question,0,161,0.0
12_check_nlpprompt_response,No Question,160,160,100.0
34_welcome,No Question,0,160,0.0
34_pf_stage, ✅ Onboarding Complete!,160,160,100.0
12_userwantsanctips,No Question,0,160,0.0
27_ask_baby_due_month,No Question,0,160,0.0
38_ask_baby_due_month,No Question,0,159,0.0
17_ask_baby_due,No Question,0,159,0.0
22_welcome,No Question,0,158,0.0
21_danger_signs_counseling_yes,No Question,0,158,0.0
22_pf_stage, ✅ Onboarding Complete!,158,158,100.0
37_userwantsanctips,No Question,0,157,0.0
18_userwantsanctips,No Question,0,157,0.0
41_pnc_signup,No Question,0,156,0.0
18_nlp_end," Thanks. Do you have another question for me?
{{Yes}}
{{No}}",131,156,83.97435897435898
28_welcome,No Question,0,155,0.0
28_pf_stage, ✅ Onboarding Complete!,155,155,100.0
26_ask_baby_due,No Question,0,155,0.0
17_nlp_input, What questions or concerns do you have about your health or your baby's health? 💬,78,154,50.649350649350644
27_ask_baby_due_day,No Question,0,154,0.0
38_ask_baby_due_day,No Question,0,154,0.0
40_ask_clinic_to_go,No Question,0,154,0.0
29_ask_baby_due_day,No Question,0,152,0.0
11_choose-anc-or-pnc," Which situation describes you?
{{I'm pregnant}}
{{I had my baby}}
{{Neither}}",150,151,99.33774834437085
11_verify_country,No Question,151,151,100.0
37_ask_baby_due,No Question,0,151,0.0
11_thanks_stage,No Question,0,150,0.0
12_ask_baby_due,No Question,0,150,0.0
14_socialsharing_link_message_anc," 🌱 🚀 📈 Help askNivi grow! Forward this link and photo with your friends and family, and help them find a trusted companion for their health journey.
https://x.nivi.io/anc-share_the_love",0,149,0.0
17_welcome,No Question,0,149,0.0
17_pf_stage, ✅ Onboarding Complete!,149,149,100.0
14_image_anc,No Question,0,149,0.0
29_ask_baby_due_month,No Question,0,148,0.0
17_thanks_stage,No Question,0,148,0.0
15_ask_last_period_day,No Question,0,147,0.0
25_ask_baby_due,No Question,0,147,0.0
11_userwantsanctips,No Question,0,147,0.0
34_ask_baby_due_day,No Question,0,146,0.0
28_nlp_end," Thanks. Do you have another question for me?
{{Yes}}
{{No}}",129,146,88.35616438356165
26_pf_stage, ✅ Onboarding Complete!,145,145,100.0
26_welcome,No Question,0,145,0.0
37_rmc_survey_unfriendly_q1," 🟢🟢⚪️⚪️⚪️

Did anything happen that made you feel disrespected or humiliated?

{{Yes}}
{{No}}",135,144,93.75
18_ask_baby_due,No Question,0,144,0.0
12_pf_stage, ✅ Onboarding Complete!,142,142,100.0
12_welcome,No Question,0,142,0.0
39_anc_visit_assessment_no," Do you have an appointment this week?

{{Yes}}
{{No}}",128,141,90.78014184397163
31_ask_baby_due_day,No Question,0,140,0.0
37_pf_stage, ✅ Onboarding Complete!,140,140,100.0
36_nlp_end," Thanks. Do you have another question for me?
{{Yes}}
{{No}}",111,140,79.28571428571428
37_welcome,No Question,0,140,0.0
35_anc_visit_assessment_appt, I'm glad to hear it. I'll check in with you next week to see how it went. Take care and talk soon😊,0,140,0.0
34_ask_baby_due_month,No Question,0,140,0.0
25_pf_stage, ✅ Onboarding Complete!,139,139,100.0
11_socialsharing_link_message_anc," 🌱 🚀 📈 Help askNivi grow! Forward this link and photo with your friends and family, and help them find a trusted companion for their health journey.
https://x.nivi.io/anc-share_the_love",0,139,0.0
25_welcome,No Question,0,139,0.0
11_image_anc,No Question,0,139,0.0
12_nlp_input, What questions or concerns do you have about your health or your baby's health? 💬,77,138,55.79710144927537
18_welcome,No Question,0,138,0.0
18_pf_stage, ✅ Onboarding Complete!,138,138,100.0
29_nlp_end," Thanks. Do you have another question for me?
{{Yes}}
{{No}}",122,138,88.40579710144928
20_ask_baby_due_month,No Question,0,138,0.0
37_rmc_survey_unfriendly_followup,No Question,0,138,0.0
20_nlp_end," Thanks. Do you have another question for me?
{{Yes}}
{{No}}",127,138,92.02898550724638
11_ask_baby_due,No Question,0,137,0.0
10_choose-anc-or-pnc," Which situation describes you?
{{I'm pregnant}}
{{I had my baby}}
{{Neither}}",135,136,99.26470588235294
20_ask_baby_due_day,No Question,0,136,0.0
11_boodtype_known, Great. ,0,135,0.0
12_thanks_stage,No Question,0,135,0.0
10_verify_country,No Question,134,134,100.0
27_anc_visit_assessment_no_appt," Do you need the name of a clinic to go to?

{{Yes}}
{{No, I have one}}",127,132,96.21212121212122
37_rmc_survey_unfriendly_q2," 🟢🟢🟢⚪️⚪️

Did you feel the doctors, nurses, or other health providers shouted
at you, scolded, insulted, threatened, or talked to you rudely?

{{Yes}}
{{No}}",131,132,99.24242424242425
14_ask_baby_due_month,No Question,0,131,0.0
21_urine_check_no," Okay, thanks for letting me know. ",0,131,0.0
11_rmc_survey_consent," 🟢🟢🟢🟢⚪️

Did the doctors, nurses or other staff at the facility ask your permission/consent before doing procedures or examinations on you?

{{Yes, always}}
{{Sometimes}}
{{No, never}}",122,131,93.12977099236642
31_ask_baby_due_month,No Question,0,131,0.0
11_pf_stage, ✅ Onboarding Complete!,130,130,100.0
10_visit_reminder_yes_exit," Great, I'll check in with you next week to see how it went. Have a healthy and safe week! 🤗",0,130,0.0
35_rmc_survey_unfriendly_q1," 🟢🟢⚪️⚪️⚪️

Did anything happen that made you feel disrespected or humiliated?

{{Yes}}
{{No}}",126,130,96.92307692307692
37_rmc_survey_unfriendly_q3," 🟢🟢🟢⚪️⚪️

Did you feel like you were treated roughly like pushed, beaten, slapped, pinched, physically restrained, or gagged?

{{Yes}}
{{No}}",129,130,99.23076923076923
16_ask_baby_due_day,No Question,0,130,0.0
28_ask_baby_due_day,No Question,0,130,0.0
11_welcome,No Question,0,130,0.0
10_userwantsanctips,No Question,0,130,0.0
37_score_response,No Question,0,129,0.0
14_ask_baby_due_day,No Question,0,129,0.0
13_ask_baby_due_day,No Question,0,128,0.0
31_anc_visit_assessment_no_appt," Do you need the name of a clinic to go to?

{{Yes}}
{{No, I have one}}",123,127,96.8503937007874
35_rmc_survey_unfriendly_followup,No Question,0,127,0.0
24_ask_baby_due_day,No Question,0,127,0.0
33_choose-anc-or-pnc," Which situation describes you?
{{I'm pregnant}}
{{I had my baby}}
{{Neither}}",122,127,96.06299212598425
32_ask_clinic_to_go,No Question,0,126,0.0
39_choose-anc-or-pnc," Which situation describes you?
{{I'm pregnant}}
{{I had my baby}}
{{Neither}}",124,126,98.4126984126984
26_ask_baby_due_day,No Question,0,126,0.0
35_rmc_survey_unfriendly_q2," 🟢🟢🟢⚪️⚪️

Did you feel the doctors, nurses, or other health providers shouted
at you, scolded, insulted, threatened, or talked to you rudely?

{{Yes}}
{{No}}",120,126,95.23809523809523
33_verify_country,No Question,126,126,100.0
24_ask_baby_due_month,No Question,0,126,0.0
28_ask_baby_due_month,No Question,0,125,0.0
13_ask_baby_due_month,No Question,0,125,0.0
37_anc_visit_assessment_appt, I'm glad to hear it. I'll check in with you next week to see how it went. Take care and talk soon😊,0,125,0.0
10_ask_baby_due,No Question,0,125,0.0
31_anc_visit_assessment_appt, I'm glad to hear it. I'll check in with you next week to see how it went. Take care and talk soon😊,0,124,0.0
39_verify_country,No Question,123,123,100.0
17_ask_baby_due_day,No Question,0,123,0.0
21_nlp_end," Thanks. Do you have another question for me?
{{Yes}}
{{No}}",110,122,90.1639344262295
37_continue_to_rmc_survey_consent,No Question,0,121,0.0
37_ask_baby_due_day,No Question,0,120,0.0
33_nlp_end," Thanks. Do you have another question for me?
{{Yes}}
{{No}}",115,120,95.83333333333334
26_ask_baby_due_month,No Question,0,120,0.0
38_visit_reminder_notyet_exit," OK. If you can, schedule an appointment to make sure you're seen by the health worker. The health worker will check to make sure you and your baby are healthy. I'll check in with you next week to see how it went. Have a healthy and safe week! 🤗",0,119,0.0
33_userwantsanctips,No Question,0,119,0.0
10_nlp_input, What questions or concerns do you have about your health or your baby's health? 💬,74,119,62.18487394957983
35_anc_visit_assessment_no_appt," Do you need the name of a clinic to go to?

{{Yes}}
{{No, I have one}}",113,118,95.76271186440678
11_rmc_survey_end, Thanks for letting me know about your visit📝 I will be in touch with you soon!  I hope you have a happy and healthy week🌞,0,118,0.0
20_visit_reminder_notyet_exit," OK. If you can, schedule an appointment to make sure you're seen by the health worker. The health worker will check to make sure you and your baby are healthy. I'll check in with you next week to see how it went. Have a healthy and safe week! 🤗",0,118,0.0
37_ask_baby_due_month,No Question,0,117,0.0
25_nlp_end," Thanks. Do you have another question for me?
{{Yes}}
{{No}}",105,117,89.74358974358975
35_rmc_survey_unfriendly_q3," 🟢🟢🟢⚪️⚪️

Did you feel like you were treated roughly like pushed, beaten, slapped, pinched, physically restrained, or gagged?

{{Yes}}
{{No}}",114,117,97.43589743589743
21_ask_baby_due_day,No Question,0,117,0.0
16_ask_baby_due_month,No Question,0,116,0.0
40_nlp_end," Thanks. Do you have another question for me?
{{Yes}}
{{No}}",92,116,79.3103448275862
32_ask_last_period_day,No Question,0,116,0.0
31_nlp_end," Thanks. Do you have another question for me?
{{Yes}}
{{No}}",97,116,83.62068965517241
10_visit_reminder_notyet_exit," OK. If you can, schedule an appointment to make sure you're seen by the health worker. The health worker will check to make sure you and your baby are healthy. I'll check in with you next week to see how it went. Have a healthy and safe week! 🤗",0,116,0.0
17_ask_baby_due_month,No Question,0,115,0.0
15_ask_baby_due_day,No Question,0,115,0.0
15_ask_baby_due_month,No Question,0,115,0.0
22_ask_baby_due_day,No Question,0,115,0.0
24_nlp_end," Thanks. Do you have another question for me?
{{Yes}}
{{No}}",105,114,92.10526315789474
35_score_response,No Question,0,114,0.0
13_nlp_end," Thanks. Do you have another question for me?
{{Yes}}
{{No}}",93,114,81.57894736842105
11_anc_visit_assessment_no," Do you have an appointment this week?

{{Yes}}
{{No}}",108,114,94.73684210526315
21_ask_baby_due_month,No Question,0,114,0.0
22_ask_baby_due_month,No Question,0,114,0.0
16_nlp_end," Thanks. Do you have another question for me?
{{Yes}}
{{No}}",88,114,77.19298245614034
10_pf_stage, ✅ Onboarding Complete!,113,113,100.0
22_nlp_end," Thanks. Do you have another question for me?
{{Yes}}
{{No}}",100,113,88.49557522123894
10_welcome,No Question,0,113,0.0
23_nlp_end," Thanks. Do you have another question for me?
{{Yes}}
{{No}}",96,113,84.95575221238938
25_ask_baby_due_month,No Question,0,112,0.0
11_rmc_survey_consent_yes," 🟢🟢🟢🟢🟢

Did the doctors and nurses explain to you why they were doing examinations or procedures on you?

{{Yes, always}}
{{Sometimes}}
{{No, never}}",108,111,97.2972972972973
11_tetanustoxoid_vaxx_no," Thanks for letting me know.  A tetanus vaccination is important to keep your baby safe. If you have received the tetanus vaccine in the past, a booster dose is all you need.",0,111,0.0
18_ask_baby_due_month,No Question,0,111,0.0
33_ask_baby_due,No Question,0,110,0.0
15_nlp_end," Thanks. Do you have another question for me?
{{Yes}}
{{No}}",88,110,80.0
19_nlp_input, What questions or concerns do you have about your health or your baby's health? 💬,58,110,52.72727272727272
27_rmc_survey_unfriendly_followup,No Question,0,109,0.0
31_rmc_survey_unfriendly_followup,No Question,0,109,0.0
40_visit_reminder_no," Your health worker checks to make sure your baby is healthy and growing, and that you are healthy, too 👩🏽‍⚕️ Do you mind telling me why you're not planning to go?

{{Not enough money}}
{{No transportation}}
{{No one to go with me}}
{{No clinic}}
{{Another reason}}
[[Select option]]",73,109,66.97247706422019
31_rmc_survey_unfriendly_q1," 🟢🟢⚪️⚪️⚪️

Did anything happen that made you feel disrespected or humiliated?

{{Yes}}
{{No}}",105,109,96.3302752293578
25_ask_baby_due_day,No Question,0,109,0.0
27_rmc_survey_unfriendly_q1," 🟢🟢⚪️⚪️⚪️

Did anything happen that made you feel disrespected or humiliated?

{{Yes}}
{{No}}",107,109,98.1651376146789
18_ask_baby_due_day,No Question,0,108,0.0
27_rmc_survey_unfriendly_q2," 🟢🟢🟢⚪️⚪️

Did you feel the doctors, nurses, or other health providers shouted
at you, scolded, insulted, threatened, or talked to you rudely?

{{Yes}}
{{No}}",102,107,95.32710280373831
14_nlp_input, What questions or concerns do you have about your health or your baby's health? 💬,59,107,55.140186915887845
33_welcome,No Question,0,106,0.0
19_choose-anc-or-pnc," Which situation describes you?
{{I'm pregnant}}
{{I had my baby}}
{{Neither}}",104,106,98.11320754716981
33_pf_stage, ✅ Onboarding Complete!,106,106,100.0
31_rmc_survey_unfriendly_q2," 🟢🟢🟢⚪️⚪️

Did you feel the doctors, nurses, or other health providers shouted
at you, scolded, insulted, threatened, or talked to you rudely?

{{Yes}}
{{No}}",101,105,96.19047619047619
41_rmc_survey_unfriendly_q1," 🟢🟢⚪️⚪️⚪️

Did anything happen that made you feel disrespected or humiliated?

{{Yes}}
{{No}}",98,105,93.33333333333333
40_ask_last_period,No Question,0,105,0.0
38_nlp_end," Thanks. Do you have another question for me?
{{Yes}}
{{No}}",92,105,87.61904761904762
19_verify_country,No Question,104,104,100.0
39_nlp_input, What questions or concerns do you have about your health or your baby's health? 💬,67,104,64.42307692307693
11_rmc_survey_friendly_q1," 🟢🟢⚪️⚪️⚪️

Did you feel you could ask the doctors, nurses or other staff at the facility any questions you had?

{{Yes, always}}
{{Sometimes}}
{{No, never}}",98,103,95.14563106796116
27_rmc_survey_unfriendly_q3," 🟢🟢🟢⚪️⚪️

Did you feel like you were treated roughly like pushed, beaten, slapped, pinched, physically restrained, or gagged?

{{Yes}}
{{No}}",102,103,99.02912621359224
34_nlp_end," Thanks. Do you have another question for me?
{{Yes}}
{{No}}",83,103,80.58252427184466
39_rmc_survey_unfriendly_q1," 🟢🟢⚪️⚪️⚪️

Did anything happen that made you feel disrespected or humiliated?

{{Yes}}
{{No}}",93,102,91.17647058823529
31_rmc_survey_unfriendly_q3," 🟢🟢🟢⚪️⚪️

Did you feel like you were treated roughly like pushed, beaten, slapped, pinched, physically restrained, or gagged?

{{Yes}}
{{No}}",99,101,98.01980198019803
39_rmc_survey_unfriendly_followup,No Question,0,101,0.0
35_continue_to_rmc_survey_consent,No Question,0,101,0.0
13_ask_last_period_day,No Question,0,101,0.0
27_score_response,No Question,0,101,0.0
36_ask_clinic_to_go,No Question,0,101,0.0
13_ask_clinic_to_go,No Question,0,101,0.0
40_ask_last_period_month,No Question,0,101,0.0
40_ask_last_period_day,No Question,0,100,0.0
19_userwantsanctips,No Question,0,100,0.0
41_reuse_location_prompt,No Question,0,100,0.0
35_nlp_end," Thanks. Do you have another question for me?
{{Yes}}
{{No}}",83,99,83.83838383838383
31_score_response,No Question,0,99,0.0
11_rmc_survey_friendly_q2," 🟢🟢🟢⚪️⚪️

When you needed help, did you feel the doctors, nurses or other
staff at the facility paid attention?

{{Yes, always}}
{{Sometimes}}
{{No, never}}",92,98,93.87755102040816
41_rmc_survey_unfriendly_followup,No Question,0,98,0.0
21_antimalarial_meds_yes, Great. Be sure to take your antimalarial medication as advised by your health worker. You should also be regularly tested for malaria.,0,98,0.0
27_continue_to_rmc_survey_consent,No Question,0,98,0.0
19_ask_baby_due,No Question,0,98,0.0
11_diet_exercise_counseling_no, Okay. Ask your health worker the next time you visit. ,0,98,0.0
31_bloodpressure_check_no," Okay, be sure to get your blood pressure checked at your next visit.",0,96,0.0
39_userwantsanctips,No Question,0,96,0.0
39_rmc_survey_unfriendly_q2," 🟢🟢🟢⚪️⚪️

Did you feel the doctors, nurses, or other health providers shouted
at you, scolded, insulted, threatened, or talked to you rudely?

{{Yes}}
{{No}}",93,96,96.875
12_ask_baby_due_month,No Question,0,95,0.0
30_ask_clinic_to_go,No Question,0,95,0.0
11_nlp_input, What questions or concerns do you have about your health or your baby's health? 💬,58,94,61.702127659574465
41_rmc_survey_unfriendly_q2," 🟢🟢🟢⚪️⚪️

Did you feel the doctors, nurses, or other health providers shouted
at you, scolded, insulted, threatened, or talked to you rudely?

{{Yes}}
{{No}}",91,94,96.80851063829788
31_continue_to_rmc_survey_consent,No Question,0,94,0.0
14_ask_clinic_to_go,No Question,0,94,0.0
15_ask_clinic_to_go,No Question,0,93,0.0
11_diet_exercise_counseling_yes, Awesome. ,0,93,0.0
12_ask_clinic_to_go,No Question,0,92,0.0
11_rmc_survey_friendly_q3," 🟢🟢🟢⚪️⚪️

Would you recommend this facility to a friend or family member?

{{Yes, always}}
{{Sometimes}}
{{No, never}}",89,92,96.73913043478261
12_ask_baby_due_day,No Question,0,92,0.0
39_rmc_survey_unfriendly_q3," 🟢🟢🟢⚪️⚪️

Did you feel like you were treated roughly like pushed, beaten, slapped, pinched, physically restrained, or gagged?

{{Yes}}
{{No}}",87,91,95.6043956043956
39_ask_baby_due,No Question,0,90,0.0
41_rmc_survey_unfriendly_q3," 🟢🟢🟢⚪️⚪️

Did you feel like you were treated roughly like pushed, beaten, slapped, pinched, physically restrained, or gagged?

{{Yes}}
{{No}}",84,90,93.33333333333333
11_danger_signs_counseling_no,No Question,0,90,0.0
32_ask_last_period,No Question,0,89,0.0
27_anc_visit_assessment_appt, I'm glad to hear it. I'll check in with you next week to see how it went. Take care and talk soon😊,0,89,0.0
21_anc_visit_assessment_no_appt," Do you need the name of a clinic to go to?

{{Yes}}
{{No, I have one}}",84,89,94.3820224719101
32_ask_last_period_month,No Question,0,88,0.0
12_ask_last_period_day,No Question,0,87,0.0
39_score_response,No Question,0,87,0.0
38_visit_reminder_no," Your health worker checks to make sure your baby is healthy and growing, and that you are healthy, too 👩🏽‍⚕️ Do you mind telling me why you're not planning to go?

{{Not enough money}}
{{No transportation}}
{{No one to go with me}}
{{No clinic}}
{{Another reason}}
[[Select option]]",68,86,79.06976744186046
37_nlp_end," Thanks. Do you have another question for me?
{{Yes}}
{{No}}",74,86,86.04651162790698
16_ask_clinic_to_go,No Question,0,86,0.0
17_nlp_end," Thanks. Do you have another question for me?
{{Yes}}
{{No}}",77,85,90.58823529411765
10_nlp_end," Thanks. Do you have another question for me?
{{Yes}}
{{No}}",81,85,95.29411764705881
11_ask_clinic_to_go,No Question,0,85,0.0
27_nlp_end," Thanks. Do you have another question for me?
{{Yes}}
{{No}}",69,85,81.17647058823529
11_tetanustoxoid_vaxx_1st_dose, Great. You should get your 2nd dose one month after your 1st dose.,0,84,0.0
11_ask_baby_due_month,No Question,0,84,0.0
41_score_response,No Question,0,84,0.0
19_welcome,No Question,0,83,0.0
11_ask_baby_due_day,No Question,0,83,0.0
33_ask_baby_due_day,No Question,0,83,0.0
19_pf_stage, ✅ Onboarding Complete!,83,83,100.0
12_nlp_end," Thanks. Do you have another question for me?
{{Yes}}
{{No}}",69,82,84.14634146341463
41_anc_visit_assessment_no_needsappt," Great! If you can, schedule an appointment as soon as possible to make sure you're seen by the health worker. I'll check in with you next week to see how your visit went. Take care and talk soon😊",0,82,0.0
33_ask_baby_due_month,No Question,0,82,0.0
38_ask_clinic_to_go,No Question,0,81,0.0
13_ask_last_period,No Question,0,81,0.0
39_welcome,No Question,0,81,0.0
34_ask_clinic_to_go,No Question,0,81,0.0
26_nlp_end," Thanks. Do you have another question for me?
{{Yes}}
{{No}}",75,81,92.5925925925926
39_pf_stage, ✅ Onboarding Complete!,81,81,100.0
20_ask_clinic_to_go,No Question,0,81,0.0
39_continue_to_rmc_survey_consent,No Question,0,80,0.0
21_ask_clinic_to_go,No Question,0,80,0.0
36_ask_last_period,No Question,0,79,0.0
24_anc_week24_movement_no, Thanks for letting me know 💕. I suggest going to the health facility 🏥 if you have not felt your baby move in some time.,0,79,0.0
14_anc_week14_ifa_no, Thanks for letting me know 💕,0,78,0.0
41_location,No Question,0,77,0.0
41_anc_getreferral,No Question,0,77,0.0
35_birthplan_check_no," Okay, be sure to ask your health worker about your birth plan at your next visit. It's important to be prepared and ready to give birth at the health facility.",0,77,0.0
41_anc_visit_assessment_no_needsreferral, Okay. I can refer you to a clinic.,0,77,0.0
10_ask_clinic_to_go,No Question,0,76,0.0
27_ask_clinic_to_go,No Question,0,76,0.0
11_danger_signs_counseling_yes,No Question,0,76,0.0
10_ask_baby_due_month,No Question,0,75,0.0
16_ask_last_period_day,No Question,0,74,0.0
28_ask_clinic_to_go,No Question,0,74,0.0
10_ask_baby_due_day,No Question,0,74,0.0
22_ask_clinic_to_go,No Question,0,74,0.0
21_anc_visit_assessment_appt, I'm glad to hear it. I'll check in with you next week to see how it went. Take care and talk soon😊,0,74,0.0
26_visit_reminder_no," Your health worker checks to make sure your baby is healthy and growing, and that you are healthy, too 👩🏽‍⚕️ Do you mind telling me why you're not planning to go?

{{Not enough money}}
{{No transportation}}
{{No one to go with me}}
{{No clinic}}
{{Another reason}}
[[Select option]]",46,73,63.013698630136986
41_continue_to_rmc_survey_consent,No Question,0,72,0.0
36_ask_last_period_day,No Question,0,72,0.0
39_ask_baby_due_day,No Question,0,72,0.0
30_visit_reminder_no," Your health worker checks to make sure your baby is healthy and growing, and that you are healthy, too 👩🏽‍⚕️ Do you mind telling me why you're not planning to go?

{{Not enough money}}
{{No transportation}}
{{No one to go with me}}
{{No clinic}}
{{Another reason}}
[[Select option]]",57,72,79.16666666666666
29_ask_clinic_to_go,No Question,0,71,0.0
13_ask_last_period_month,No Question,0,71,0.0
36_ask_last_period_month,No Question,0,71,0.0
35_ask_clinic_to_go,No Question,0,71,0.0
40_visit_reminder_notyet_exit," OK. If you can, schedule an appointment to make sure you're seen by the health worker. The health worker will check to make sure you and your baby are healthy. I'll check in with you next week to see how it went. Have a healthy and safe week! 🤗",0,71,0.0
39_nlp_end," Thanks. Do you have another question for me?
{{Yes}}
{{No}}",57,71,80.28169014084507
18_ask_last_period_day,No Question,0,70,0.0
14_ask_last_period,No Question,0,70,0.0
17_ask_clinic_to_go,No Question,0,70,0.0
39_ask_baby_due_month,No Question,0,70,0.0
31_reuse_location_prompt,No Question,0,69,0.0
14_nlp_end," Thanks. Do you have another question for me?
{{Yes}}
{{No}}",50,69,72.46376811594203
26_ask_clinic_to_go,No Question,0,69,0.0
37_anc_visit_assessment_no_appt," Do you need the name of a clinic to go to?

{{Yes}}
{{No, I have one}}",65,67,97.01492537313433
14_ask_last_period_month,No Question,0,67,0.0
35_birthplan_check_no," Okay, be sure to ask your health worker about your birth plan at your next visit.  It's important to be prepared and ready to give birth at the health facility.",0,67,0.0
21_rmc_survey_unfriendly_q1," 🟢🟢⚪️⚪️⚪️

Did anything happen that made you feel disrespected or humiliated?

{{Yes}}
{{No}}",66,67,98.50746268656717
27_anc_visit_assessment_no_needsappt," Great! If you can, schedule an appointment as soon as possible to make sure you're seen by the health worker. I'll check in with you next week to see how your visit went. Take care and talk soon😊",0,67,0.0
34_visit_reminder_no," Your health worker checks to make sure your baby is healthy and growing, and that you are healthy, too 👩🏽‍⚕️ Do you mind telling me why you're not planning to go?

{{Not enough money}}
{{No transportation}}
{{No one to go with me}}
{{No clinic}}
{{Another reason}}
[[Select option]]",45,66,68.18181818181817
39_anc_visit_assessment_appt, I'm glad to hear it. I'll check in with you next week to see how it went. Take care and talk soon😊,0,66,0.0
16_ask_last_period,No Question,0,66,0.0
12_ask_last_period,No Question,0,66,0.0
24_ask_clinic_to_go,No Question,0,66,0.0
21_rmc_survey_unfriendly_followup,No Question,0,66,0.0
14_ask_last_period_day,No Question,0,65,0.0
15_ask_last_period,No Question,0,65,0.0
21_rmc_survey_unfriendly_q2," 🟢🟢🟢⚪️⚪️

Did you feel the doctors, nurses, or other health providers shouted
at you, scolded, insulted, threatened, or talked to you rudely?

{{Yes}}
{{No}}",63,65,96.92307692307692
27_reuse_location_prompt,No Question,0,65,0.0
31_anc_visit_assessment_no_needsappt," Great! If you can, schedule an appointment as soon as possible to make sure you're seen by the health worker. I'll check in with you next week to see how your visit went. Take care and talk soon😊",0,65,0.0
23_ask_clinic_to_go,No Question,0,64,0.0
11_anc_visit_assessment_no_appt," Do you need the name of a clinic to go to?

{{Yes}}
{{No, I have one}}",61,63,96.82539682539682
38_ask_last_period_day,No Question,0,63,0.0
21_ask_last_period_month,No Question,0,63,0.0
31_ask_clinic_to_go,No Question,0,63,0.0
19_nlp_end," Thanks. Do you have another question for me?
{{Yes}}
{{No}}",55,63,87.3015873015873
12_ask_last_period_month,No Question,0,63,0.0
21_rmc_survey_unfriendly_q3," 🟢🟢🟢⚪️⚪️

Did you feel like you were treated roughly like pushed, beaten, slapped, pinched, physically restrained, or gagged?

{{Yes}}
{{No}}",58,63,92.06349206349206
39_anc_visit_assessment_no_appt," Do you need the name of a clinic to go to?

{{Yes}}
{{No, I have one}}",59,62,95.16129032258065
11_nlp_end," Thanks. Do you have another question for me?
{{Yes}}
{{No}}",49,62,79.03225806451613
30_ask_last_period,No Question,0,61,0.0
15_ask_last_period_month,No Question,0,61,0.0
20_ask_last_period_day,No Question,0,61,0.0
19_ask_baby_due_month,No Question,0,61,0.0
41_ask_baby_born_month,No Question,0,60,0.0
41_ask_baby_born_day,No Question,0,60,0.0
19_ask_baby_due_day,No Question,0,60,0.0
11_ask_last_period,No Question,0,60,0.0
41_anc_visit_assessment_appt, I'm glad to hear it. I'll check in with you next week to see how it went. Take care and talk soon😊,0,60,0.0
20_visit_reminder_no," Your health worker checks to make sure your baby is healthy and growing, and that you are healthy, too 👩🏽‍⚕️ Do you mind telling me why you're not planning to go?

{{Not enough money}}
{{No transportation}}
{{No one to go with me}}
{{No clinic}}
{{Another reason}}
[[Select option]]",44,60,73.33333333333333
21_ask_last_period,No Question,0,59,0.0
40_visit_reminder_no_exit, I hope you're feeling well and I'll be in touch soon 🤗,0,59,0.0
21_score_response,No Question,0,58,0.0
21_ask_last_period_day,No Question,0,58,0.0
35_location,No Question,0,58,0.0
16_ask_last_period_month,No Question,0,58,0.0
35_reuse_location_prompt,No Question,0,58,0.0
19_ask_clinic_to_go,No Question,0,58,0.0
22_ask_last_period_month,No Question,0,58,0.0
40_ask_clinic_name,No Question,0,58,0.0
24_ask_last_period,No Question,0,58,0.0
21_reuse_location_prompt,No Question,0,58,0.0
35_anc_visit_assessment_no_needsreferral, Okay. I can refer you to a clinic.,0,57,0.0
27_anc_getreferral,No Question,0,57,0.0
22_ask_last_period,No Question,0,57,0.0
27_anc_visit_assessment_no_needsreferral, Okay. I can refer you to a clinic.,0,57,0.0
35_anc_getreferral,No Question,0,57,0.0
27_location,No Question,0,57,0.0
30_ask_last_period_month,No Question,0,57,0.0
30_ask_last_period_day,No Question,0,56,0.0
31_location,No Question,0,56,0.0
31_anc_visit_assessment_no_needsreferral, Okay. I can refer you to a clinic.,0,56,0.0
31_anc_getreferral,No Question,0,56,0.0
22_ask_last_period_day,No Question,0,56,0.0
24_ask_last_period_month,No Question,0,55,0.0
25_ask_clinic_to_go,No Question,0,55,0.0
21_bloodpressure_check_no," Okay, be sure to get it checked next time you visit. ",0,55,0.0
27_ask_last_period,No Question,0,55,0.0
11_ask_last_period_month,No Question,0,54,0.0
19_anc_week19_tb_treatment_yes, Thank you for letting me know.   Remind them to take their medicines every day. Medicines will help cure them and keep you and your family safe.,0,53,0.0
20_ask_last_period,No Question,0,53,0.0
21_continue_to_rmc_survey_consent,No Question,0,53,0.0
35_anc_visit_assessment_no_needsappt," Great! If you can, schedule an appointment as soon as possible to make sure you're seen by the health worker. I'll check in with you next week to see how your visit went. Take care and talk soon😊",0,53,0.0
11_ask_last_period_day,No Question,0,53,0.0
10_ask_last_period,No Question,0,53,0.0
24_ask_last_period_day,No Question,0,52,0.0
36_visit_reminder_no," Your health worker checks to make sure your baby is healthy and growing, and that you are healthy, too 👩🏽‍⚕️ Do you mind telling me why you're not planning to go?

{{Not enough money}}
{{No transportation}}
{{No one to go with me}}
{{No clinic}}
{{Another reason}}
[[Select option]]",43,52,82.6923076923077
27_ask_last_period_day,No Question,0,52,0.0
28_ask_last_period,No Question,0,52,0.0
